rowNum,ids,family,subfamily,genus,subgenus,species,subspecies,scientificNameAuthorship,scientificName,taxonRank
14713,17540,Tipulidae,Tipulinae,Tipula,Lunatipula,pseudopeliostigma,,"Mannheims, 1965",Tipula (Lunatipula) pseudopeliostigma,species
14714,17541,Tipulidae,Tipulinae,Tipula,Lunatipula,pseudowolfi,,"Theischinger, 1979",Tipula (Lunatipula) pseudowolfi,species
14715,17542,Tipulidae,Tipulinae,Tipula,Lunatipula,pustulata,,"Pierre, 1920",Tipula (Lunatipula) pustulata,species
14716,17543,Tipulidae,Tipulinae,Tipula,Lunatipula,pythia,,"Theischinger, 1979",Tipula (Lunatipula) pythia,species
14717,17544,Tipulidae,Tipulinae,Tipula,Lunatipula,quadriatrata,,"Alexander, 1956",Tipula (Lunatipula) quadriatrata,species
14718,17545,Tipulidae,Tipulinae,Tipula,Lunatipula,quadridentata,,"Savchenko, 1964",Tipula (Lunatipula) quadridentata,species
14719,17546,Tipulidae,Tipulinae,Tipula,Lunatipula,quinquespinis,,"Theischinger, 1980",Tipula (Lunatipula) quinquespinis,species
14720,17547,Tipulidae,Tipulinae,Tipula,Lunatipula,rabiosa,,"Alexander, 1943",Tipula (Lunatipula) rabiosa,species
14721,17548,Tipulidae,Tipulinae,Tipula,Lunatipula,rainiericola,,"Alexander, 1946",Tipula (Lunatipula) rainiericola,species
14722,17549,Tipulidae,Tipulinae,Tipula,Lunatipula,ramona,,"Alexander, 1941",Tipula (Lunatipula) ramona,species
14723,17551,Tipulidae,Tipulinae,Tipula,Lunatipula,rauschorum,,"Theischinger, 1977",Tipula (Lunatipula) rauschorum,species
14724,17552,Tipulidae,Tipulinae,Tipula,Lunatipula,raysmithi,,"Alexander, 1965",Tipula (Lunatipula) raysmithi,species
14725,17553,Tipulidae,Tipulinae,Tipula,Lunatipula,recticornis,,"Schummel, 1833",Tipula (Lunatipula) recticornis,species
14726,17554,Tipulidae,Tipulinae,Tipula,Lunatipula,referta,,"Alexander, 1947",Tipula (Lunatipula) referta,species
14727,17555,Tipulidae,Tipulinae,Tipula,Lunatipula,renate,,"Theischinger, 1982",Tipula (Lunatipula) renate,species
14728,17556,Tipulidae,Tipulinae,Tipula,Lunatipula,retusa,,"Doane, 1901",Tipula (Lunatipula) retusa,species
14729,17557,Tipulidae,Tipulinae,Tipula,Lunatipula,rhodolivida,,"Theowald, 1972",Tipula (Lunatipula) rhodolivida,species
14730,17558,Tipulidae,Tipulinae,Tipula,Lunatipula,rhynchos,,"Theischinger, 1977",Tipula (Lunatipula) rhynchos,species
14731,17559,Tipulidae,Tipulinae,Tipula,Lunatipula,rocina,,"Theischinger, 1979",Tipula (Lunatipula) rocina,species
14732,17560,Tipulidae,Tipulinae,Tipula,Lunatipula,rossmani,,"Byers, 2003",Tipula (Lunatipula) rossmani,species
14733,17561,Tipulidae,Tipulinae,Tipula,Lunatipula,rotundiloba,,"Alexander, 1915",Tipula (Lunatipula) rotundiloba,species
14734,17562,Tipulidae,Tipulinae,Tipula,Lunatipula,rudis,,"Alexander, 1935",Tipula (Lunatipula) rudis,species
14735,17563,Tipulidae,Tipulinae,Tipula,Lunatipula,rufula,,"Mannheims and Theowald, 1959",Tipula (Lunatipula) rufula,species
14736,17564,Tipulidae,Tipulinae,Tipula,Lunatipula,rugulosa,,"Mannheims and Theowald, 1959",Tipula (Lunatipula) rugulosa,species
14737,17565,Tipulidae,Tipulinae,Tipula,Lunatipula,ruidoso,,"Alexander, 1946",Tipula (Lunatipula) ruidoso,species
14738,17566,Tipulidae,Tipulinae,Tipula,Lunatipula,russula,,"Theischinger, 1977",Tipula (Lunatipula) russula,species
14739,17567,Tipulidae,Tipulinae,Tipula,Lunatipula,rutila,,"Savchenko, 1952",Tipula (Lunatipula) rutila,species
14740,17568,Tipulidae,Tipulinae,Tipula,Lunatipula,sacerdotula,,"Riedel, 1918",Tipula (Lunatipula) sacerdotula,species
14741,17569,Tipulidae,Tipulinae,Tipula,Lunatipula,sagittifera,,"Alexander, 1948",Tipula (Lunatipula) sagittifera,species
14742,17570,Tipulidae,Tipulinae,Tipula,Lunatipula,saltatrix,,"Savchenko, 1964",Tipula (Lunatipula) saltatrix,species
14743,17571,Tipulidae,Tipulinae,Tipula,Lunatipula,sardolivida,,"Mannheims and Theowald, 1968",Tipula (Lunatipula) sardolivida,species
14744,17572,Tipulidae,Tipulinae,Tipula,Lunatipula,satyr,,"Alexander, 1915",Tipula (Lunatipula) satyr,species
14745,17573,Tipulidae,Tipulinae,Tipula,Lunatipula,savtschenkoi,,"Simova, 1960",Tipula (Lunatipula) savtschenkoi,species
14746,17574,Tipulidae,Tipulinae,Tipula,Lunatipula,saxemontana,,"Alexander, 1946",Tipula (Lunatipula) saxemontana,species
14747,17575,Tipulidae,Tipulinae,Tipula,Lunatipula,saylori,,"Alexander, 1961",Tipula (Lunatipula) saylori,species
14748,17577,Tipulidae,Tipulinae,Tipula,Lunatipula,schlingeri,,"Alexander, 1965",Tipula (Lunatipula) schlingeri,species
14749,17578,Tipulidae,Tipulinae,Tipula,Lunatipula,sciurus,,"Theischinger, 1977",Tipula (Lunatipula) sciurus,species
14750,17579,Tipulidae,Tipulinae,Tipula,Lunatipula,seguyi,,"Mannheims, 1954",Tipula (Lunatipula) seguyi,species
14751,17580,Tipulidae,Tipulinae,Tipula,Lunatipula,selenaria,,"Mannheims, 1967",Tipula (Lunatipula) selenaria,species
14752,17581,Tipulidae,Tipulinae,Tipula,Lunatipula,selene,,"Meigen, 1830",Tipula (Lunatipula) selene,species
14753,17582,Tipulidae,Tipulinae,Tipula,Lunatipula,selenis,,"Loew, 1873",Tipula (Lunatipula) selenis,species
14754,17583,Tipulidae,Tipulinae,Tipula,Lunatipula,selenitica,,"Meigen and Wiedemann, 1818",Tipula (Lunatipula) selenitica,species
14755,17584,Tipulidae,Tipulinae,Tipula,Lunatipula,seminole,,"Alexander, 1915",Tipula (Lunatipula) seminole,species
14756,17586,Tipulidae,Tipulinae,Tipula,Lunatipula,semipeliostigma,,"Mannheims, 1965",Tipula (Lunatipula) semipeliostigma,species
14757,17587,Tipulidae,Tipulinae,Tipula,Lunatipula,sepiaformis,,"Vogtenhuber, 2002",Tipula (Lunatipula) sepiaformis,species
14758,17588,Tipulidae,Tipulinae,Tipula,Lunatipula,sequoiarum,,"Alexander, 1945",Tipula (Lunatipula) sequoiarum,species
14759,17589,Tipulidae,Tipulinae,Tipula,Lunatipula,shasta,,"Alexander, 1919",Tipula (Lunatipula) shasta,species
14760,17590,Tipulidae,Tipulinae,Tipula,Lunatipula,sigma,,"Theischinger, 1979",Tipula (Lunatipula) sigma,species
14761,17591,Tipulidae,Tipulinae,Tipula,Lunatipula,simova,,"Theischinger, 1982",Tipula (Lunatipula) simova,species
14762,17593,Tipulidae,Tipulinae,Tipula,Lunatipula,simurg,,"Dzhafarov and Savchenko, 1964",Tipula (Lunatipula) simurg,species
14763,17595,Tipulidae,Tipulinae,Tipula,Lunatipula,siskiyouensis,,"Alexander, 1949",Tipula (Lunatipula) siskiyouensis,species
14764,17596,Tipulidae,Tipulinae,Tipula,Lunatipula,skylla,,"Theischinger, 1979",Tipula (Lunatipula) skylla,species
14765,17597,Tipulidae,Tipulinae,Tipula,Lunatipula,snoqualmiensis,,"Alexander, 1946",Tipula (Lunatipula) snoqualmiensis,species
14766,17598,Tipulidae,Tipulinae,Tipula,Lunatipula,soosi,,"Mannheims, 1954",Tipula (Lunatipula) soosi,species
14767,17599,Tipulidae,Tipulinae,Tipula,Lunatipula,spatha,,"Doane, 1912",Tipula (Lunatipula) spatha,species
14768,17601,Tipulidae,Tipulinae,Tipula,Lunatipula,sperryana,,"Alexander, 1942",Tipula (Lunatipula) sperryana,species
14769,17602,Tipulidae,Tipulinae,Tipula,Lunatipula,spetai,,"Vogtenhuber, 2012",Tipula (Lunatipula) spetai,species
14770,17605,Tipulidae,Tipulinae,Tipula,Lunatipula,spinula,,"Theischinger, 1980",Tipula (Lunatipula) spinula,species
14771,17606,Tipulidae,Tipulinae,Tipula,Lunatipula,splendens,,"Doane, 1901",Tipula (Lunatipula) splendens,species
14772,17607,Tipulidae,Tipulinae,Tipula,Lunatipula,stalagmites,,"Alexander, 1915",Tipula (Lunatipula) stalagmites,species
14773,17608,Tipulidae,Tipulinae,Tipula,Lunatipula,sternalis,,"Theischinger, 1977",Tipula (Lunatipula) sternalis,species
14774,17609,Tipulidae,Tipulinae,Tipula,Lunatipula,sternata,,"Doane, 1912",Tipula (Lunatipula) sternata,species
14775,17610,Tipulidae,Tipulinae,Tipula,Lunatipula,stimulosa,,"Mannheims, 1973",Tipula (Lunatipula) stimulosa,species
14776,17611,Tipulidae,Tipulinae,Tipula,Lunatipula,strigosa,,"Savchenko, 1952",Tipula (Lunatipula) strigosa,species
14777,17612,Tipulidae,Tipulinae,Tipula,Lunatipula,stubbsi,,"Theischinger, 1979",Tipula (Lunatipula) stubbsi,species
14778,17613,Tipulidae,Tipulinae,Tipula,Lunatipula,subacuminata,,"Mannheims, 1963",Tipula (Lunatipula) subacuminata,species
14779,17614,Tipulidae,Tipulinae,Tipula,Lunatipula,subaurita,,"Savchenko, 1964",Tipula (Lunatipula) subaurita,species
14780,17615,Tipulidae,Tipulinae,Tipula,Lunatipula,subbarbata,,"Alexander, 1927",Tipula (Lunatipula) subbarbata,species
14781,17616,Tipulidae,Tipulinae,Tipula,Lunatipula,subbispina,,"Savchenko, 1952",Tipula (Lunatipula) subbispina,species
14782,17617,Tipulidae,Tipulinae,Tipula,Lunatipula,subcava,,"Mannheims, 1963",Tipula (Lunatipula) subcava,species
14783,17618,Tipulidae,Tipulinae,Tipula,Lunatipula,subfalcata,,"Mannheims, 1967",Tipula (Lunatipula) subfalcata,species
14784,17619,Tipulidae,Tipulinae,Tipula,Lunatipula,subhelvola,,"Mannheims and Theowald, 1959",Tipula (Lunatipula) subhelvola,species
14785,17620,Tipulidae,Tipulinae,Tipula,Lunatipula,sublimitata,atrodeclivis,"Alexander, 1950",Tipula (Lunatipula) sublimitata atrodeclivis,subspecies
14786,17621,Tipulidae,Tipulinae,Tipula,Lunatipula,sublimitata,sublimitata,"Alexander, 1927",Tipula (Lunatipula) sublimitata sublimitata,subspecies
14787,17622,Tipulidae,Tipulinae,Tipula,Lunatipula,sublunata,,"Savchenko, 1952",Tipula (Lunatipula) sublunata,species
14788,17623,Tipulidae,Tipulinae,Tipula,Lunatipula,submaculata,,"Loew, 1863",Tipula (Lunatipula) submaculata,species
14789,17624,Tipulidae,Tipulinae,Tipula,Lunatipula,submanca,,"Savchenko, 1964",Tipula (Lunatipula) submanca,species
14790,17625,Tipulidae,Tipulinae,Tipula,Lunatipula,subonusta,,"Mannheims and Theowald, 1959",Tipula (Lunatipula) subonusta,species
14791,17626,Tipulidae,Tipulinae,Tipula,Lunatipula,subpustulata,,"Mannheims, 1963",Tipula (Lunatipula) subpustulata,species
14792,17627,Tipulidae,Tipulinae,Tipula,Lunatipula,subrecticornis,,"Savchenko, 1964",Tipula (Lunatipula) subrecticornis,species
14793,17628,Tipulidae,Tipulinae,Tipula,Lunatipula,subselenitica,,"Theowald, 1957",Tipula (Lunatipula) subselenitica,species
14794,17629,Tipulidae,Tipulinae,Tipula,Lunatipula,substernalis,,"Oosterbroek, 1997",Tipula (Lunatipula) substernalis,species
14795,17630,Tipulidae,Tipulinae,Tipula,Lunatipula,subtrunca,,"Mannheims, 1966",Tipula (Lunatipula) subtrunca,species
14796,17631,Tipulidae,Tipulinae,Tipula,Lunatipula,subtruncata,,"Mannheims, 1954",Tipula (Lunatipula) subtruncata,species
14797,17632,Tipulidae,Tipulinae,Tipula,Lunatipula,subvelox,,"Savchenko, 1968",Tipula (Lunatipula) subvelox,species
14798,17633,Tipulidae,Tipulinae,Tipula,Lunatipula,suleika,,"Mannheims, 1963",Tipula (Lunatipula) suleika,species
14799,17634,Tipulidae,Tipulinae,Tipula,Lunatipula,sushkini,,"Savchenko, 1964",Tipula (Lunatipula) sushkini,species
14800,17635,Tipulidae,Tipulinae,Tipula,Lunatipula,talyshensis,,"Savchenko, 1964",Tipula (Lunatipula) talyshensis,species
14801,17636,Tipulidae,Tipulinae,Tipula,Lunatipula,tanap,,"Koc and Can, 2020",Tipula (Lunatipula) tanap,species
14802,17637,Tipulidae,Tipulinae,Tipula,Lunatipula,tanneri,,"Alexander, 1948",Tipula (Lunatipula) tanneri,species
14803,17638,Tipulidae,Tipulinae,Tipula,Lunatipula,tasucuensis,,"Theischinger, 1987",Tipula (Lunatipula) tasucuensis,species
14804,17639,Tipulidae,Tipulinae,Tipula,Lunatipula,tateyamae,,"Alexander, 1918",Tipula (Lunatipula) tateyamae,species
14805,17641,Tipulidae,Tipulinae,Tipula,Lunatipula,tazzekai,,"Theowald, 1973",Tipula (Lunatipula) tazzekai,species
14806,17642,Tipulidae,Tipulinae,Tipula,Lunatipula,tenaya,,"Alexander, 1946",Tipula (Lunatipula) tenaya,species
14807,17644,Tipulidae,Tipulinae,Tipula,Lunatipula,tergata,,"Doane, 1912",Tipula (Lunatipula) tergata,species
14808,17645,Tipulidae,Tipulinae,Tipula,Lunatipula,tergestina,,"Loew, 1873",Tipula (Lunatipula) tergestina,species
14809,17647,Tipulidae,Tipulinae,Tipula,Lunatipula,teunisseni,,"Theischinger, 1979",Tipula (Lunatipula) teunisseni,species
14810,17648,Tipulidae,Tipulinae,Tipula,Lunatipula,texensis,,"Alexander, 1916",Tipula (Lunatipula) texensis,species
14811,17649,Tipulidae,Tipulinae,Tipula,Lunatipula,thais,,"Mannheims, 1963",Tipula (Lunatipula) thais,species
14812,17651,Tipulidae,Tipulinae,Tipula,Lunatipula,theia,,"Mannheims, 1963",Tipula (Lunatipula) theia,species
14813,17652,Tipulidae,Tipulinae,Tipula,Lunatipula,theowaldi,,"Savchenko, 1964",Tipula (Lunatipula) theowaldi,species
14814,17653,Tipulidae,Tipulinae,Tipula,Lunatipula,tibonella,,"Theischinger, 1977",Tipula (Lunatipula) tibonella,species
14815,17654,Tipulidae,Tipulinae,Tipula,Lunatipula,timberlakei,,"Alexander, 1947",Tipula (Lunatipula) timberlakei,species
14816,17655,Tipulidae,Tipulinae,Tipula,Lunatipula,titania,,"Mannheims, 1966",Tipula (Lunatipula) titania,species
14817,17656,Tipulidae,Tipulinae,Tipula,Lunatipula,transcaspica,,"Savchenko, 1954",Tipula (Lunatipula) transcaspica,species
14818,17657,Tipulidae,Tipulinae,Tipula,Lunatipula,transfixa,,"Alexander, 1933",Tipula (Lunatipula) transfixa,species
14819,17658,Tipulidae,Tipulinae,Tipula,Lunatipula,translucida,,"Doane, 1901",Tipula (Lunatipula) translucida,species
14820,17659,Tipulidae,Tipulinae,Tipula,Lunatipula,transmarmarensis,,"Koc, Aktas and Oosterbroek, 1996",Tipula (Lunatipula) transmarmarensis,species
14821,17660,Tipulidae,Tipulinae,Tipula,Lunatipula,trapeza,,"Theischinger, 1982",Tipula (Lunatipula) trapeza,species
14822,17661,Tipulidae,Tipulinae,Tipula,Lunatipula,trialbosignata,,"Alexander, 1935",Tipula (Lunatipula) trialbosignata,species
14823,17662,Tipulidae,Tipulinae,Tipula,Lunatipula,trifasciculata,,"Strobl, 1900",Tipula (Lunatipula) trifasciculata,species
14824,17663,Tipulidae,Tipulinae,Tipula,Lunatipula,trigona,,"Mannheims, 1966",Tipula (Lunatipula) trigona,species
14825,17664,Tipulidae,Tipulinae,Tipula,Lunatipula,trispinosa,,"Lundstrom, 1907",Tipula (Lunatipula) trispinosa,species
14826,17665,Tipulidae,Tipulinae,Tipula,Lunatipula,triton,,"Alexander, 1915",Tipula (Lunatipula) triton,species
14827,17666,Tipulidae,Tipulinae,Tipula,Lunatipula,truculenta,,"Alexander, 1943",Tipula (Lunatipula) truculenta,species
14828,17667,Tipulidae,Tipulinae,Tipula,Lunatipula,trunca,,"Mannheims, 1954",Tipula (Lunatipula) trunca,species
14829,17668,Tipulidae,Tipulinae,Tipula,Lunatipula,truncata,,"Loew, 1873",Tipula (Lunatipula) truncata,species
14830,17669,Tipulidae,Tipulinae,Tipula,Lunatipula,turanensis,,"Alexander, 1934",Tipula (Lunatipula) turanensis,species
14831,17670,Tipulidae,Tipulinae,Tipula,Lunatipula,turca,,"Mannheims, 1963",Tipula (Lunatipula) turca,species
14832,17671,Tipulidae,Tipulinae,Tipula,Lunatipula,turcolivida,,"Mannheims, 1968",Tipula (Lunatipula) turcolivida,species
14833,17672,Tipulidae,Tipulinae,Tipula,Lunatipula,turgida,,"Oosterbroek, 1997",Tipula (Lunatipula) turgida,species
14834,17673,Tipulidae,Tipulinae,Tipula,Lunatipula,tuscarora,,"Alexander, 1915",Tipula (Lunatipula) tuscarora,species
14835,17674,Tipulidae,Tipulinae,Tipula,Lunatipula,twightae,,"Alexander, 1959",Tipula (Lunatipula) twightae,species
14836,17675,Tipulidae,Tipulinae,Tipula,Lunatipula,tyche,,"Mannheims, 1966",Tipula (Lunatipula) tyche,species
14837,17676,Tipulidae,Tipulinae,Tipula,Lunatipula,ulrike,,"Theischinger, 1982",Tipula (Lunatipula) ulrike,species
14838,17677,Tipulidae,Tipulinae,Tipula,Lunatipula,unicincta,,"Doane, 1901",Tipula (Lunatipula) unicincta,species
14839,17678,Tipulidae,Tipulinae,Tipula,Lunatipula,unicornis,,"Theischinger, 1977",Tipula (Lunatipula) unicornis,species
14840,17679,Tipulidae,Tipulinae,Tipula,Lunatipula,urania,,"Mannheims, 1954",Tipula (Lunatipula) urania,species
14841,17680,Tipulidae,Tipulinae,Tipula,Lunatipula,ursulae,,"Mannheims, 1965",Tipula (Lunatipula) ursulae,species
14842,17681,Tipulidae,Tipulinae,Tipula,Lunatipula,usitata,,"Doane, 1901",Tipula (Lunatipula) usitata,species
14843,17682,Tipulidae,Tipulinae,Tipula,Lunatipula,valerii,,"Savchenko, 1968",Tipula (Lunatipula) valerii,species
14844,17683,Tipulidae,Tipulinae,Tipula,Lunatipula,valida,,"Loew, 1863",Tipula (Lunatipula) valida,species
14845,17684,Tipulidae,Tipulinae,Tipula,Lunatipula,validicornis,,"Alexander, 1934",Tipula (Lunatipula) validicornis,species
14846,17688,Tipulidae,Tipulinae,Tipula,Lunatipula,vermooleni,,"Theischinger, 1987",Tipula (Lunatipula) vermooleni,species
14847,17689,Tipulidae,Tipulinae,Tipula,Lunatipula,vernalis,,"Meigen, 1804",Tipula (Lunatipula) vernalis,species
14848,17690,Tipulidae,Tipulinae,Tipula,Lunatipula,verrucosa,sinedente,"Theischinger, 1980",Tipula (Lunatipula) verrucosa sinedente,subspecies
14849,17691,Tipulidae,Tipulinae,Tipula,Lunatipula,verrucosa,verrucosa,"Pierre, 1920",Tipula (Lunatipula) verrucosa verrucosa,subspecies
14850,17692,Tipulidae,Tipulinae,Tipula,Lunatipula,vesubiana,,"Dufour, 2003",Tipula (Lunatipula) vesubiana,species
14851,17693,Tipulidae,Tipulinae,Tipula,Lunatipula,vitabilis,,"Alexander, 1947",Tipula (Lunatipula) vitabilis,species
14852,17694,Tipulidae,Tipulinae,Tipula,Lunatipula,vittatipennis,,"Doane, 1912",Tipula (Lunatipula) vittatipennis,species
14853,17695,Tipulidae,Tipulinae,Tipula,Lunatipula,vogtenhuberi,,"Theischinger, 1979",Tipula (Lunatipula) vogtenhuberi,species
14854,17696,Tipulidae,Tipulinae,Tipula,Lunatipula,vulpecula,,"Theischinger, 1979",Tipula (Lunatipula) vulpecula,species
14855,17697,Tipulidae,Tipulinae,Tipula,Lunatipula,wewalkai,,"Theischinger, 1979",Tipula (Lunatipula) wewalkai,species
14856,17698,Tipulidae,Tipulinae,Tipula,Lunatipula,willissmithi,,"Alexander, 1945",Tipula (Lunatipula) willissmithi,species
14857,17700,Tipulidae,Tipulinae,Tipula,Lunatipula,wolfi,,"Mannheims, 1954",Tipula (Lunatipula) wolfi,species
14858,17701,Tipulidae,Tipulinae,Tipula,Lunatipula,xyrophora,,"Theischinger, 1977",Tipula (Lunatipula) xyrophora,species
14859,17702,Tipulidae,Tipulinae,Tipula,Lunatipula,yana,,"Alexander, 1965",Tipula (Lunatipula) yana,species
14860,17703,Tipulidae,Tipulinae,Tipula,Lunatipula,yosemite,,"Alexander, 1946",Tipula (Lunatipula) yosemite,species
14861,17704,Tipulidae,Tipulinae,Tipula,Lunatipula,zaitzevi,,"Savchenko, 1952",Tipula (Lunatipula) zaitzevi,species
14862,17705,Tipulidae,Tipulinae,Tipula,Lunatipula,zangherii,,"Lackschewitz, 1932",Tipula (Lunatipula) zangherii,species
14863,17706,Tipulidae,Tipulinae,Tipula,Lunatipula,zarcoi,,"Mannheims, 1967",Tipula (Lunatipula) zarcoi,species
14864,17707,Tipulidae,Tipulinae,Tipula,Lunatipula,zarnigor,,"Savchenko, 1954",Tipula (Lunatipula) zarnigor,species
14865,17708,Tipulidae,Tipulinae,Tipula,Lunatipula,zelotypa,,"Alexander, 1946",Tipula (Lunatipula) zelotypa,species
14866,17709,Tipulidae,Tipulinae,Tipula,Lunatipula,zimini,opacithorax,"Savchenko, 1964",Tipula (Lunatipula) zimini opacithorax,subspecies
14867,17710,Tipulidae,Tipulinae,Tipula,Lunatipula,zimini,semiopaca,"Savchenko, 1964",Tipula (Lunatipula) zimini semiopaca,subspecies
14868,17711,Tipulidae,Tipulinae,Tipula,Lunatipula,zimini,zimini,"Savchenko, 1954",Tipula (Lunatipula) zimini zimini,subspecies
14869,17712,Tipulidae,Tipulinae,Tipula,Mediotipula,,,"Pierre, 1924",Tipula (Mediotipula),subgenus
14870,17713,Tipulidae,Tipulinae,Tipula,Mediotipula,anatoliensis,,"Theowald, 1978",Tipula (Mediotipula) anatoliensis,species
14871,17717,Tipulidae,Tipulinae,Tipula,Mediotipula,brolemanni,,"Pierre, 1922",Tipula (Mediotipula) brolemanni,species
14872,17718,Tipulidae,Tipulinae,Tipula,Mediotipula,cataloniensis,,"Theowald, 1978",Tipula (Mediotipula) cataloniensis,species
14873,17719,Tipulidae,Tipulinae,Tipula,Mediotipula,caucasiensis,,"Theowald, 1978",Tipula (Mediotipula) caucasiensis,species
14874,17720,Tipulidae,Tipulinae,Tipula,Mediotipula,fulvogrisea,,"(Pierre, 1924)",Tipula (Mediotipula) fulvogrisea,species
14875,17721,Tipulidae,Tipulinae,Tipula,Mediotipula,galiciensis,,"Theowald, 1978",Tipula (Mediotipula) galiciensis,species
14876,17722,Tipulidae,Tipulinae,Tipula,Mediotipula,gjipeensis,,"Keresztes and Kolcsar, 2018",Tipula (Mediotipula) gjipeensis,species
14877,17724,Tipulidae,Tipulinae,Tipula,Mediotipula,mikiana,,"Bergroth, 1888",Tipula (Mediotipula) mikiana,species
14878,17725,Tipulidae,Tipulinae,Tipula,Mediotipula,nitidicollis,,"Strobl, 1909",Tipula (Mediotipula) nitidicollis,species
14879,17727,Tipulidae,Tipulinae,Tipula,Mediotipula,sarajevensis,,"Strobl, 1898",Tipula (Mediotipula) sarajevensis,species
14880,17728,Tipulidae,Tipulinae,Tipula,Mediotipula,siebkei,,"Zetterstedt, 1852",Tipula (Mediotipula) siebkei,species
14881,17729,Tipulidae,Tipulinae,Tipula,Mediotipula,stigmatella,,"Schummel, 1833",Tipula (Mediotipula) stigmatella,species
14882,17730,Tipulidae,Tipulinae,Tipula,Microtipula,,,"Alexander, 1912",Tipula (Microtipula),subgenus
14883,17731,Tipulidae,Tipulinae,Tipula,Microtipula,aequitorialis,,"Alexander, 1940",Tipula (Microtipula) aequitorialis,species
14884,17732,Tipulidae,Tipulinae,Tipula,Microtipula,affabilis,,"Alexander, 1945",Tipula (Microtipula) affabilis,species
14885,17733,Tipulidae,Tipulinae,Tipula,Microtipula,akestra,,"Alexander, 1966",Tipula (Microtipula) akestra,species
14886,17734,Tipulidae,Tipulinae,Tipula,Microtipula,alecto,,"Alexander, 1945",Tipula (Microtipula) alecto,species
14887,17735,Tipulidae,Tipulinae,Tipula,Microtipula,amara,,"Alexander, 1951",Tipula (Microtipula) amara,species
14888,17736,Tipulidae,Tipulinae,Tipula,Microtipula,amazonica,,"(Alexander, 1912)",Tipula (Microtipula) amazonica,species
14889,17737,Tipulidae,Tipulinae,Tipula,Microtipula,amoenicornis,,"Alexander, 1922",Tipula (Microtipula) amoenicornis,species
14890,17738,Tipulidae,Tipulinae,Tipula,Microtipula,anomalina,,"Alexander, 1979",Tipula (Microtipula) anomalina,species
14891,17739,Tipulidae,Tipulinae,Tipula,Microtipula,apollyon,,"Alexander, 1951",Tipula (Microtipula) apollyon,species
14892,17740,Tipulidae,Tipulinae,Tipula,Microtipula,appendens,,"(Enderlein, 1912)",Tipula (Microtipula) appendens,species
14893,17741,Tipulidae,Tipulinae,Tipula,Microtipula,ariranhae,,"Alexander, 1945",Tipula (Microtipula) ariranhae,species
14894,17742,Tipulidae,Tipulinae,Tipula,Microtipula,armatipennis,armatipennis,"Alexander, 1912",Tipula (Microtipula) armatipennis armatipennis,subspecies
14895,17743,Tipulidae,Tipulinae,Tipula,Microtipula,armatipennis,napoensis,"Alexander, 1921",Tipula (Microtipula) armatipennis napoensis,subspecies
14896,17744,Tipulidae,Tipulinae,Tipula,Microtipula,auricularis,,"Alexander, 1942",Tipula (Microtipula) auricularis,species
14897,17745,Tipulidae,Tipulinae,Tipula,Microtipula,austrovolens,,"Alexander, 1951",Tipula (Microtipula) austrovolens,species
14898,17746,Tipulidae,Tipulinae,Tipula,Microtipula,aymara,,"Alexander, 1912",Tipula (Microtipula) aymara,species
14899,17747,Tipulidae,Tipulinae,Tipula,Microtipula,baeostyla,,"Alexander, 1979",Tipula (Microtipula) baeostyla,species
14900,17748,Tipulidae,Tipulinae,Tipula,Microtipula,bigracilis,,"Alexander, 1979",Tipula (Microtipula) bigracilis,species
14901,17749,Tipulidae,Tipulinae,Tipula,Microtipula,bilimeki,,"Alexander, 1941",Tipula (Microtipula) bilimeki,species
14902,17750,Tipulidae,Tipulinae,Tipula,Microtipula,biprolata,,"Alexander, 1967",Tipula (Microtipula) biprolata,species
14903,17751,Tipulidae,Tipulinae,Tipula,Microtipula,bitribula,,"Alexander, 1967",Tipula (Microtipula) bitribula,species
14904,17752,Tipulidae,Tipulinae,Tipula,Microtipula,blaseri,,"Alexander, 1942",Tipula (Microtipula) blaseri,species
14905,17753,Tipulidae,Tipulinae,Tipula,Microtipula,brasiliensis,,"(Wiedemann, 1828)",Tipula (Microtipula) brasiliensis,species
14906,17754,Tipulidae,Tipulinae,Tipula,Microtipula,bruesi,,"Alexander, 1945",Tipula (Microtipula) bruesi,species
14907,17755,Tipulidae,Tipulinae,Tipula,Microtipula,camura,,"Alexander, 1979",Tipula (Microtipula) camura,species
14908,17756,Tipulidae,Tipulinae,Tipula,Microtipula,carib,,"Alexander, 1970",Tipula (Microtipula) carib,species
14909,17757,Tipulidae,Tipulinae,Tipula,Microtipula,cerogama,,"Alexander, 1944",Tipula (Microtipula) cerogama,species
14910,17758,Tipulidae,Tipulinae,Tipula,Microtipula,cithariformis,,"Alexander, 1967",Tipula (Microtipula) cithariformis,species
14911,17759,Tipulidae,Tipulinae,Tipula,Microtipula,colombicola,,"Alexander, 1929",Tipula (Microtipula) colombicola,species
14912,17760,Tipulidae,Tipulinae,Tipula,Microtipula,contemplata,,"Alexander, 1951",Tipula (Microtipula) contemplata,species
14913,17761,Tipulidae,Tipulinae,Tipula,Microtipula,costaricensis,,"(Alexander, 1922)",Tipula (Microtipula) costaricensis,species
14914,17762,Tipulidae,Tipulinae,Tipula,Microtipula,crassistyla,,"Alexander, 1966",Tipula (Microtipula) crassistyla,species
14915,17763,Tipulidae,Tipulinae,Tipula,Microtipula,ctenopyga,,"Alexander, 1940",Tipula (Microtipula) ctenopyga,species
